,id,first_name,height_feet,height_inches,last_name,position,team,weight_pounds
521,994,Anthony,,,Goldwire,,Charlotte Hornets,
522,995,Andrew,,,DeClercq,,Golden State Warriors,
523,996,Richard,,,Manning,,Memphis Grizzlies,
524,997,Clint,,,McDaniel,,Sacramento Kings,
525,998,Martin,,,Lewis,,Toronto Raptors,
526,999,Dwayne,,,Whitfield,,Toronto Raptors,
527,1000,Mario,,,Bennett,,Phoenix Suns,
528,1001,Melvin,,,Booker,,Houston Rockets,
529,1002,Darryl,,,Johnson,,Cleveland Cavaliers,
530,1003,John,,,Coker,,Phoenix Suns,
531,1004,Donnie,,,Boyce,,Atlanta Hawks,
532,1005,Thomas,,,Hamilton,,Boston Celtics,
533,1006,Robert,,,Churchwell,,Golden State Warriors,
534,1007,Cuonzo,,,Martin,,Memphis Grizzlies,
535,1008,Cedric,,,Lewis,,Washington Wizards,
536,1009,Antoine,,,Walker,F,Boston Celtics,
537,1010,Brett,,,Szabo,,Boston Celtics,
538,1011,Brent,,,Scott,,Indiana Pacers,
539,1012,Erick,,,Dampier,,Indiana Pacers,
540,1013,Jerome,,,Williams,,Detroit Pistons,
541,1014,John,,,Wallace,,New York Knicks,
542,1015,Walter,,,McCarty,,New York Knicks,
543,1016,Marcus,,,Camby,,Toronto Raptors,
544,1017,Donald,,,Whiteside,,Toronto Raptors,
545,1018,Shareef,,,Abdur-Rahim,F,Memphis Grizzlies,
546,1019,Roy,,,Rogers,,Memphis Grizzlies,
547,1020,Ben,,,Wallace,,Washington Wizards,
548,1021,Reggie,,,Geary,,Cleveland Cavaliers,
549,1022,Vitaly,,,Potapenko,,Cleveland Cavaliers,
550,1023,Ed,,,O'Bannon,F,Brooklyn Nets,
551,1024,Kerry,,,Kittles,,Brooklyn Nets,
552,1025,Erick,,,Strickland,,Dallas Mavericks,
553,1026,Darvin,,,Ham,,Denver Nuggets,
554,1027,Stephon,,,Marbury,G,Minnesota Timberwolves,
555,1028,Shane,,,Heal,,Minnesota Timberwolves,
556,1029,Dean,,,Garrett,,Minnesota Timberwolves,
557,1030,Priest,,,Lauderdale,,Atlanta Hawks,
558,1031,Ike,,,Austin,,Miami Heat,
559,1032,Loy,,,Vaught,F,LA Clippers,
560,1033,Lorenzen,,,Wright,,LA Clippers,
561,1034,Todd,,,Fuller,C,Golden State Warriors,
562,1035,Ray,,,Owes,,Golden State Warriors,
563,1036,Ray,,,Allen,G,Milwaukee Bucks,
564,1037,Allen,,,Iverson,G,Philadelphia 76ers,
565,1038,Mark,,,Bradtke,,Philadelphia 76ers,
566,1039,Steve,,,Nash,,Phoenix Suns,
567,1040,Ben,,,Davis,,Phoenix Suns,
568,1041,Derek,,,Fisher,,Los Angeles Lakers,
569,1042,Travis,,,Knight,,Los Angeles Lakers,
570,1043,Kobe,,,Bryant,,Los Angeles Lakers,
571,1044,Matt,,,Maloney,G,Houston Rockets,
572,1045,Othella,,,Harrington,,Houston Rockets,
573,1046,Randy,,,Livingston,,Houston Rockets,
574,1047,Emanual,,,Davis,,Houston Rockets,
575,1048,Shandon,,,Anderson,,Utah Jazz,
576,1049,Malik,,,Rose,,Charlotte Hornets,
577,1050,Tony,,,Delk,,Charlotte Hornets,
578,1051,Jeff,,,McInnis,,Denver Nuggets,
579,1052,Dontae',,,Jones,,New York Knicks,
580,1053,Nate,,,Driggers,,Boston Celtics,
581,1054,Samaki,,,Walker,,Dallas Mavericks,
582,1055,Amal,,,McCaskill,,Orlando Magic,
583,1056,James,,,Scott,,Miami Heat,
584,1057,Mark,,,Hendrickson,,Philadelphia 76ers,
585,1058,Aleksandar,,,Djordjevic,,Portland Trail Blazers,
586,1059,Jermaine,,,O'Neal,,Portland Trail Blazers,
587,1060,Chris,,,Robinson,,Memphis Grizzlies,
588,1061,Kevin,,,Salvadori,,Sacramento Kings,
589,1062,Evric,,,Gray,,Brooklyn Nets,
590,1063,Moochie,,,Norris,,Memphis Grizzlies,
591,1064,Devin,,,Gray,,Sacramento Kings,
592,1065,Martin,,,Muursepp,,Miami Heat,
593,1066,Gaylon,,,Nickerson,,San Antonio Spurs,
594,1067,Marcus,,,Brown,,Portland Trail Blazers,
595,1068,Robert,,,Werdann,,Brooklyn Nets,
596,1069,Ruben,,,Nembhard,,Utah Jazz,
597,1070,Jamie,,,Feick,,Charlotte Hornets,
598,1071,Jason,,,Sasser,,San Antonio Spurs,
599,1072,Tony,,,Farmer,,Miami Heat,
600,1073,Shawnelle,,,Scott,,Cleveland Cavaliers,
601,1074,Brian,,,Evans,,Orlando Magic,
602,1075,Steve,,,Hamer,,Boston Celtics,
603,1076,Dexter,,,Boney,,Phoenix Suns,
604,1077,Michael,,,Hawkins,,Boston Celtics,
605,1078,Joe,,,Stephens,,Houston Rockets,
606,1079,Horacio,,,Llamas,,Phoenix Suns,
607,1080,Jimmy,,,Carruth,,Milwaukee Bucks,
608,1081,Bruce,,,Bowen,,Miami Heat,
609,1082,Stevin,,,Smith,,Dallas Mavericks,
610,1083,Matt,,,Steigenga,,Chicago Bulls,
611,1084,Kevin,,,Ollie,,Dallas Mavericks,
612,1085,Bubba,,,Wells,,Dallas Mavericks,
613,1086,Antonio,,,Daniels,G,Memphis Grizzlies,
614,1087,Tracy,,,McGrady,,Toronto Raptors,
615,1088,Chris,,,Garner,,Toronto Raptors,
616,1089,Tim,,,Duncan,F,San Antonio Spurs,
617,1090,Tony,,,Battie,F,Denver Nuggets,
618,1091,Bobby,,,Jackson,G,Denver Nuggets,
619,1092,Danny,,,Fortson,,Denver Nuggets,
620,1093,Eric,,,Washington,,Denver Nuggets,
621,1094,Etdrick,,,Bohannon,,Indiana Pacers,
622,1095,Mark,,,Pope,,Indiana Pacers,
623,1096,Ron,,,Mercer,G,Boston Celtics,
624,1097,Chauncey,,,Billups,,Boston Celtics,
625,1098,John,,,Thomas,,Boston Celtics,
626,1099,Kelvin,,,Cato,,Portland Trail Blazers,
627,1100,Alvin,,,Williams,,Portland Trail Blazers,
628,1101,Maurice,,,Taylor,,LA Clippers,
629,1102,Keith,,,Closs,,LA Clippers,
630,1103,Adonal,,,Foyle,,Golden State Warriors,
631,1104,DeJuan,,,Wheat,,Minnesota Timberwolves,
632,1105,Ed,,,Gray,,Atlanta Hawks,
633,1106,Chris,,,Crawford,,Atlanta Hawks,
634,1107,Zydrunas,,,Ilgauskas,C,Cleveland Cavaliers,
635,1108,Derek,,,Anderson,G,Cleveland Cavaliers,
636,1109,Brevin,,,Knight,,Cleveland Cavaliers,
637,1110,Cedric,,,Henderson,,Cleveland Cavaliers,
638,1111,Rodrick,,,Rhodes,,Houston Rockets,
639,1112,Jacque,,,Vaughn,,Utah Jazz,
640,1113,Troy,,,Hudson,,Utah Jazz,
641,1114,Jerald,,,Honeycutt,,Milwaukee Bucks,
642,1115,Jeff,,,Nordgaard,,Milwaukee Bucks,
643,1116,Tim,,,Thomas,,Philadelphia 76ers,
644,1117,God,,,Shammgod,,Washington Wizards,
645,1118,Scot,,,Pollard,,Detroit Pistons,
646,1119,Keith,,,Van Horn,,Brooklyn Nets,
647,1120,Michael,,,Stewart,,Sacramento Kings,
648,1121,Anthony,,,Johnson,,Sacramento Kings,
649,1122,Derek,,,Grimm,,Sacramento Kings,
650,1123,Lawrence,,,Funderburke,,Sacramento Kings,
651,1124,Chris,,,Anstey,,Dallas Mavericks,
652,1125,Rick,,,Brunson,,Portland Trail Blazers,
653,1126,Travis,,,Williams,,Charlotte Hornets,
654,1127,Tariq,,,Abdul-Wahad,,Sacramento Kings,
655,1128,Charles,,,Smith,,Miami Heat,
656,1129,Keith,,,Booth,,Chicago Bulls,
657,1130,Ed,,,Stokes,,Toronto Raptors,
658,1131,Charles,,,O'Bannon,,Detroit Pistons,
659,1132,Austin,,,Croshere,,Indiana Pacers,
660,1133,Rusty,,,LaRue,,Chicago Bulls,
661,1134,Kiwane,,,Garris,,Denver Nuggets,
662,1135,Marko,,,Milic,,Phoenix Suns,
663,1136,Johnny,,,Taylor,,Orlando Magic,
664,1137,James,,,Cotton,,Oklahoma City Thunder,
665,1138,James,,,Collins,,LA Clippers,
666,1139,Anthony,,,Parker,,Philadelphia 76ers,
667,1140,Jason,,,Lawson,,Orlando Magic,
668,1141,Kebu,,,Stewart,,Philadelphia 76ers,
669,1142,Kelly,,,McCarty,,Indiana Pacers,
670,1143,Drew,,,Barry,,Atlanta Hawks,
671,1144,Michael,,,McDonald,,Charlotte Hornets,
672,1145,Brandon,,,Williams,,Golden State Warriors,
673,1146,William,,,Cunningham,,Utah Jazz,
674,1147,Shea,,,Seals,,Los Angeles Lakers,
675,1148,Reggie,,,Hanson,,Boston Celtics,
676,1149,Rashard,,,Lewis,,Oklahoma City Thunder,
677,1150,Jelani,,,McCoy,,Oklahoma City Thunder,
678,1151,Vladimir,,,Stepania,,Oklahoma City Thunder,
679,1152,Larry,,,Hughes,,Philadelphia 76ers,
680,1153,Casey,,,Shaw,,Philadelphia 76ers,
681,1154,Nazr,,,Mohammed,,Philadelphia 76ers,
682,1155,Ricky,,,Davis,,Charlotte Hornets,
683,1156,Brad,,,Miller,,Charlotte Hornets,
684,1157,Mikki,,,Moore,,Detroit Pistons,
685,1158,Michael,,,Doleac,,Orlando Magic,
686,1159,Matt,,,Harpring,,Orlando Magic,
687,1160,Miles,,,Simon,,Orlando Magic,
688,1161,Jason,,,Williams,G,Sacramento Kings,
689,1162,Peja,,,Stojakovic,,Sacramento Kings,
690,1163,Jerome,,,James,,Sacramento Kings,
691,1164,Peter,,,Aluma,,Sacramento Kings,
692,1165,Gerard,,,King,,San Antonio Spurs,
693,1166,Mark,,,Baker,,Toronto Raptors,
694,1167,Sean,,,Marks,,Toronto Raptors,
695,1168,Paul,,,Pierce,F,Boston Celtics,
696,1169,Marlon,,,Garnett,,Boston Celtics,
697,1170,Jahidi,,,White,,Washington Wizards,
698,1171,Randell,,,Jackson,,Washington Wizards,
699,1172,Al,,,Harrington,,Indiana Pacers,
700,1173,Shammond,,,Williams,,Atlanta Hawks,
701,1174,Jeff,,,Sheppard,,Atlanta Hawks,
702,1175,Roshown,,,McLeod,,Atlanta Hawks,
703,1176,Pat,,,Garrity,,Phoenix Suns,
704,1177,Gerald,,,Brown,,Phoenix Suns,
705,1178,Toby,,,Bailey,,Phoenix Suns,
706,1179,Michael,,,Olowokandi,,LA Clippers,
707,1180,Tyrone,,,Nesby,,LA Clippers,
708,1181,Michael,,,Dickerson,G,Houston Rockets,
709,1182,Bryce,,,Drew,,Houston Rockets,
710,1183,John,,,Coker,,Houston Rockets,
711,1184,Cuttino,,,Mobley,,Houston Rockets,
712,1185,Ruben,,,Patterson,,Los Angeles Lakers,
713,1186,Sam,,,Jacobson,,Los Angeles Lakers,
714,1187,Tyronn,,,Lue,,Los Angeles Lakers,
715,1188,Kornel,,,David,,Chicago Bulls,
716,1189,Cory,,,Carr,,Chicago Bulls,
717,1190,Corey,,,Benjamin,,Chicago Bulls,
718,1191,Paul,,,Grant,,Minnesota Timberwolves,
719,1192,Andrae,,,Patterson,,Minnesota Timberwolves,
720,1193,Raef,,,LaFrentz,C,Denver Nuggets,
721,1194,Keon,,,Clark,,Denver Nuggets,
722,1195,Tyson,,,Wheeler,,Denver Nuggets,
723,1196,Robert,,,Traylor,,Milwaukee Bucks,
724,1197,Earl,,,Boykins,,Brooklyn Nets,
725,1198,Antawn,,,Jamison,,Golden State Warriors,
726,1199,Mike,,,Bibby,G,Memphis Grizzlies,
727,1200,Felipe,,,Lopez,,Memphis Grizzlies,
728,1201,J.R.,,,Henderson,,Memphis Grizzlies,
729,1202,Bonzi,,,Wells,,Portland Trail Blazers,
730,1203,Damon,,,Jones,,Brooklyn Nets,
731,1204,Charles,,,R. Jones,,Chicago Bulls,
732,1205,Ryan,,,Stack,,Cleveland Cavaliers,
733,1206,Brian,,,Skinner,,LA Clippers,
734,1207,Jonathan,,,Kerner,,Orlando Magic,
735,1208,Korleone,,,Young,,Detroit Pistons,
736,1209,Trevor,,,Winter,,Minnesota Timberwolves,
737,1210,Bruno,,,Sundov,,Dallas Mavericks,
738,1211,Mirsad,,,Turkcan,,New York Knicks,
739,1212,Alvin,,,Sims,,Phoenix Suns,
740,1213,Rasho,,,Nesterovic,,Minnesota Timberwolves,
741,1214,Todd,,,MacCulloch,,Philadelphia 76ers,
742,1215,Jumaine,,,Jones,,Philadelphia 76ers,
743,1216,Lamar,,,Odom,F,LA Clippers,
744,1217,Obinna,,,Ekezie,,Memphis Grizzlies,
745,1218,Milt,,,Palacio,,Memphis Grizzlies,
746,1219,Devean,,,George,,Los Angeles Lakers,
747,1220,Quincy,,,Lewis,,Utah Jazz,
748,1221,Scott,,,Padgett,,Utah Jazz,
749,1222,Andre,,,Miller,,Cleveland Cavaliers,
750,1223,Trajan,,,Langdon,,Cleveland Cavaliers,
751,1224,Anthony,,,Carter,,Miami Heat,
752,1225,Rodney,,,Buford,,Miami Heat,
753,1226,Shawn,,,Marion,G,Phoenix Suns,
754,1227,James,,,Posey,F,Denver Nuggets,
755,1228,Ryan,,,Bowen,,Denver Nuggets,
756,1229,Adrian,,,Griffin,F,Boston Celtics,
757,1230,Wayne,,,Turner,,Boston Celtics,
758,1231,Aleksandar,,,Radojevic,,Toronto Raptors,
759,1232,Steve,,,Francis,G,Houston Rockets,
760,1233,Kenny,,,Thomas,,Houston Rockets,
761,1234,Vonteego,,,Cummings,G,Golden State Warriors,
762,1235,Corey,,,Maggette,,Orlando Magic,
763,1236,Chucky,,,Atkins,,Orlando Magic,
764,1237,Baron,,,Davis,,Charlotte Hornets,
765,1238,Jason,,,Miskiri,,Charlotte Hornets,
766,1239,Eddie,,,Robinson,,Charlotte Hornets,
767,1240,Derek,,,Hood,,Charlotte Hornets,
768,1241,Jeff,,,Foster,,Indiana Pacers,
769,1242,Jason,,,Terry,,Atlanta Hawks,
770,1243,Cal,,,Bowdler,,Atlanta Hawks,
771,1244,Dion,,,Glover,,Atlanta Hawks,
772,1245,Richard,,,Hamilton,,Washington Wizards,
773,1246,Laron,,,Profit,,Washington Wizards,
774,1247,Elton,,,Brand,F,Chicago Bulls,
775,1248,Michael,,,Ruffin,,Chicago Bulls,
776,1249,Metta,,,World Peace,,Chicago Bulls,
777,1250,Dedric,,,Willoughby,,Chicago Bulls,
778,1251,Wally,,,Szczerbiak,F,Minnesota Timberwolves,
779,1252,William,,,Avery,,Minnesota Timberwolves,
780,1253,Rick,,,Hughes,,Dallas Mavericks,
781,1254,Leon,,,Smith,,Dallas Mavericks,
782,1255,Lazaro,,,Borrell,,Oklahoma City Thunder,
783,1256,Jermaine,,,Jackson,,Detroit Pistons,
784,1257,Chris,,,Herren,,Denver Nuggets,
785,1258,John,,,Celestand,,Los Angeles Lakers,
786,1259,Lari,,,Ketner,,Chicago Bulls,
787,1260,Tim,,,Young,,Golden State Warriors,
788,1261,DeMarco,,,Johnson,,New York Knicks,
789,1262,A.J.,,,Bramlett,,Cleveland Cavaliers,
790,1263,Harold,,,Jamison,,Miami Heat,
791,1264,Jonathan,,,Bender,,Indiana Pacers,
792,1265,Jamel,,,Thomas,,Boston Celtics,
793,1266,Evan,,,Eschmeyer,,Brooklyn Nets,
794,1267,Greg,,,Buckner,,Dallas Mavericks,
795,1268,Tim,,,James,,Miami Heat,
796,1269,Rafer,,,Alston,,Milwaukee Bucks,
797,1270,Ira,,,Bowman,,Philadelphia 76ers,
798,1271,Derrick,,,Dial,,San Antonio Spurs,
799,1272,Calvin,,,Booth,,Washington Wizards,
800,1273,Maceo,,,Baston,,Milwaukee Bucks,
801,1274,Jamaal,,,Magloire,,Charlotte Hornets,
802,1275,Hanno,,,Mottola,F,Atlanta Hawks,
803,1276,DerMarr,,,Johnson,,Atlanta Hawks,
804,1277,Pepe,,,Sanchez,,Philadelphia 76ers,
805,1278,Lavor,,,Postell,,New York Knicks,
806,1279,Chris,,,Mihm,,Cleveland Cavaliers,
807,1280,Stephen,,,Jackson,F,Brooklyn Nets,
808,1281,Kenyon,,,Martin,F,Brooklyn Nets,
809,1282,Soumaila,,,Samake,,Brooklyn Nets,
810,1283,Desmond,,,Mason,G,Oklahoma City Thunder,
811,1284,Ruben,,,Wolkowyski,,Oklahoma City Thunder,
812,1285,Stromile,,,Swift,,Memphis Grizzlies,
813,1286,Joel,,,Przybilla,,Milwaukee Bucks,
814,1287,Michael,,,Redd,,Milwaukee Bucks,
815,1288,Eduardo,,,Najera,F,Dallas Mavericks,
816,1289,Courtney,,,Alexander,,Dallas Mavericks,
817,1290,Hedo,,,Turkoglu,,Sacramento Kings,
818,1291,Khalid,,,El-Amin,G,Chicago Bulls,
819,1292,Marcus,,,Fizer,,Chicago Bulls,
820,1293,A.J.,,,Guyton,,Chicago Bulls,
821,1294,Dragan,,,Tarlac,,Chicago Bulls,
822,1295,Darius,,,Miles,G,LA Clippers,
823,1296,Keyon,,,Dooling,,LA Clippers,
824,1297,Quentin,,,Richardson,,LA Clippers,
825,1298,DeShawn,,,Stevenson,,Utah Jazz,
826,1299,Mike,,,Miller,,Orlando Magic,
827,1300,Mark,,,Madsen,,Los Angeles Lakers,
828,1301,Erick,,,Barkley,,Portland Trail Blazers,
829,1302,Mateen,,,Cleaves,,Detroit Pistons,
830,1303,Morris,,,Peterson,,Toronto Raptors,
831,1304,Jason,,,Collier,,Houston Rockets,
832,1305,Daniel,,,Santiago,,Phoenix Suns,
833,1306,Paul,,,McPherson,,Phoenix Suns,
834,1307,Ruben,,,Garces,,Phoenix Suns,
835,1308,Jake,,,Tsakalidis,,Phoenix Suns,
836,1309,Marc,,,Jackson,,Golden State Warriors,
837,1310,Chris,,,Porter,,Golden State Warriors,
838,1311,Jamal,,,Robinson,,Miami Heat,
839,1312,Eddie,,,House,,Miami Heat,
840,1313,Jerome,,,Moiso,,Boston Celtics,
841,1314,Mark,,,Blount,,Boston Celtics,
842,1315,Dan,,,Langhi,,Houston Rockets,
843,1316,Garth,,,Joseph,,Toronto Raptors,
844,1317,Jake,,,Voskuhl,,Chicago Bulls,
845,1318,Mike,,,Penberthy,,Los Angeles Lakers,
846,1319,Lee,,,Nailon,,Charlotte Hornets,
847,1320,Zendon,,,Hamilton,,LA Clippers,
848,1321,Terrance,,,Roberson,,Charlotte Hornets,
849,1322,Dalibor,,,Bagaric,,Chicago Bulls,
850,1323,Ira,,,Newble,,San Antonio Spurs,
851,1324,Donnell,,,Harvey,,Dallas Mavericks,
852,1325,Brian,,,Cardinal,,Detroit Pistons,
853,1326,Slava,,,Medvedenko,,Los Angeles Lakers,
854,1327,Olumide,,,Oyedeji,,Oklahoma City Thunder,
855,1328,Andy,,,Panko,,Atlanta Hawks,
856,1329,Jabari,,,Smith,,Sacramento Kings,
857,1330,Mamadou,,,N'diaye,,Toronto Raptors,
858,1331,Sean,,,Colson,,Atlanta Hawks,
859,1332,Art,,,Long,,Sacramento Kings,
860,1333,Mike,,,Smith,,Washington Wizards,
861,1334,David,,,Vanterpool,,Washington Wizards,
862,1335,Steve,,,Goodrich,,Chicago Bulls,
863,1336,Eddie,,,Gill,,Brooklyn Nets,
864,1337,Wang,,,Zhi-zhi,,Dallas Mavericks,
865,1338,Dan,,,McClintock,,Denver Nuggets,
866,1339,Raja,,,Bell,,Philadelphia 76ers,
867,1340,Jason,,,Hart,,Milwaukee Bucks,
868,1341,Vladimir,,,Radmanovic,,Oklahoma City Thunder,
869,1342,Earl,,,Watson,,Oklahoma City Thunder,
870,1343,Gerald,,,Wallace,,Sacramento Kings,
871,1344,Jamaal,,,Tinsley,G,Indiana Pacers,
872,1345,Primoz,,,Brezec,,Indiana Pacers,
873,1346,Richard,,,Jefferson,,Brooklyn Nets,
874,1347,Brandon,,,Armstrong,,Brooklyn Nets,
875,1348,Jason,,,Collins,,Brooklyn Nets,
876,1349,Carlos,,,Arroyo,,Toronto Raptors,
877,1350,Michael,,,Bradley,,Toronto Raptors,
878,1351,Steven,,,Hunter,,Orlando Magic,
879,1352,Andrei,,,Kirilenko,,Utah Jazz,
880,1353,Alton,,,Ford,,Phoenix Suns,
881,1354,Charlie,,,Bell,,Phoenix Suns,
882,1355,Speedy,,,Claxton,G,Philadelphia 76ers,
883,1356,Damone,,,Brown,,Philadelphia 76ers,
884,1357,Loren,,,Woods,,Minnesota Timberwolves,
885,1358,Eddie,,,Griffin,,Houston Rockets,
886,1359,Oscar,,,Torres,,Houston Rockets,
887,1360,Tierre,,,Brown,,Houston Rockets,
888,1361,Terence,,,Morris,,Houston Rockets,
889,1362,Zeljko,,,Rebraca,,Detroit Pistons,
890,1363,Rodney,,,White,,Detroit Pistons,
891,1365,Joseph,,,Forte,,Boston Celtics,
892,1366,Kedrick,,,Brown,,Boston Celtics,
893,1367,DeSagana,,,Diop,,Cleveland Cavaliers,
894,1368,Kwame,,,Brown,,Washington Wizards,
895,1369,Bobby,,,Simmons,,Washington Wizards,
896,1370,Etan,,,Thomas,,Washington Wizards,
897,1371,Ruben,,,Boumtje-Boumtje,,Portland Trail Blazers,
898,1372,Jason,,,Richardson,,Golden State Warriors,
899,1373,Troy,,,Murphy,,Golden State Warriors,
900,1374,Gilbert,,,Arenas,,Golden State Warriors,
901,1375,Trenton,,,Hassell,,Chicago Bulls,
902,1376,Eddy,,,Curry,,Chicago Bulls,
903,1377,Tang,,,Hamilton,,Miami Heat,
904,1378,Shane,,,Battier,F,Memphis Grizzlies,
905,1379,Will,,,Solomon,,Memphis Grizzlies,
906,1380,Antonis,,,Fotsis,,Memphis Grizzlies,
907,1381,Alvin,,,Jones,,Philadelphia 76ers,
908,1382,Jeff,,,Trepagnier,,Cleveland Cavaliers,
909,1383,Joe,,,Crispin,,Los Angeles Lakers,
910,1384,Ernest,,,Brown,,Miami Heat,
911,1385,Jarron,,,Collins,,Utah Jazz,
912,1386,Jamison,,,Brewer,,Indiana Pacers,
913,1387,Malik,,,Allen,,Miami Heat,
914,1388,Predrag,,,Drobnjak,,Oklahoma City Thunder,
915,1389,Chris,,,Andersen,,Denver Nuggets,
916,1390,Kenny,,,Satterfield,,Denver Nuggets,
917,1391,Brendan,,,Haywood,,Washington Wizards,
918,1392,Kirk,,,Haston,,Charlotte Hornets,
919,1393,Samuel,,,Dalembert,,Philadelphia 76ers,
920,1394,Mike,,,James,,Miami Heat,
921,1395,Maurice,,,Evans,,Minnesota Timberwolves,
922,1396,Jeryl,,,Sasser,,Orlando Magic,
923,1397,Dean,,,Oliver,,Golden State Warriors,
924,1398,Norman,,,Richardson,,Indiana Pacers,
925,1399,Brian,,,Scalabrine,,Brooklyn Nets,
926,1400,Ratko,,,Varda,,Detroit Pistons,
927,1401,Tremaine,,,Fowlkes,,LA Clippers,
928,1402,Mengke,,,Bateer,,Denver Nuggets,
929,1403,Ike,,,Fontaine,,Memphis Grizzlies,
930,1404,Ansu,,,Sesay,,Oklahoma City Thunder,
931,1405,Omar,,,Cook,,Boston Celtics,
932,1406,John,,,Salmons,,Philadelphia 76ers,
933,1407,Efthimios,,,Rentzias,,Philadelphia 76ers,
934,1408,Pat,,,Burke,C,Orlando Magic,
935,1409,Ryan,,,Humphrey,,Orlando Magic,
936,1410,Carlos,,,Boozer,,Cleveland Cavaliers,
937,1411,Smush,,,Parker,,Cleveland Cavaliers,
938,1412,Manu,,,Ginobili,,San Antonio Spurs,
939,1413,Jannero,,,Pargo,,Los Angeles Lakers,
940,1414,Kareem,,,Rush,,Los Angeles Lakers,
941,1415,Frank,,,Williams,,New York Knicks,
942,1416,Tayshaun,,,Prince,,Detroit Pistons,
943,1417,Mehmet,,,Okur,,Detroit Pistons,
944,1418,Jared,,,Jeffries,,Washington Wizards,
945,1419,Juan,,,Dixon,,Washington Wizards,
946,1420,Nate,,,Huffman,,Toronto Raptors,
947,1421,Chris,,,Jefferies,,Toronto Raptors,
948,1422,Chris,,,Wilcox,,LA Clippers,
949,1423,Marko,,,Jaric,,LA Clippers,
950,1424,Qyntel,,,Woods,,Portland Trail Blazers,
951,1425,Jay,,,Williams,G,Chicago Bulls,
952,1426,Lonny,,,Baxter,,Chicago Bulls,
953,1427,J.R.,,,Bremer,,Boston Celtics,
954,1428,Jiri,,,Welsch,,Golden State Warriors,
955,1429,Mike,,,Dunleavy,,Golden State Warriors,
956,1430,Nikoloz,,,Tskitishvili,,Denver Nuggets,
957,1431,Junior,,,Harrington,,Denver Nuggets,
958,1432,Igor,,,Rakocevic,,Minnesota Timberwolves,
959,1433,Amar'e,,,Stoudemire,,Phoenix Suns,
960,1434,Casey,,,Jacobsen,,Phoenix Suns,
961,1435,Reggie,,,Evans,F,Oklahoma City Thunder,
962,1436,Dan,,,Gadzuric,C,Milwaukee Bucks,
963,1437,Marcus,,,Haislip,,Milwaukee Bucks,
964,1438,Flip,,,Murray,,Milwaukee Bucks,
965,1439,Caron,,,Butler,F,Miami Heat,
966,1440,Rasual,,,Butler,,Miami Heat,
967,1441,Drew,,,Gooden,F,Memphis Grizzlies,
968,1442,Gordan,,,Giricek,,Memphis Grizzlies,
969,1443,Mike,,,Batiste,,Memphis Grizzlies,
970,1444,Juaquin,,,Hawkins,,Houston Rockets,
971,1445,Yao,,,Ming,,Houston Rockets,
972,1446,Bostjan,,,Nachbar,,Houston Rockets,
973,1447,Fred,,,Jones,,Indiana Pacers,
974,1448,Dan,,,Dickau,,Atlanta Hawks,
975,1449,Tamar,,,Slay,,Brooklyn Nets,
976,1450,Guy,,,Rucker,,Golden State Warriors,
977,1451,Devin,,,Brown,,San Antonio Spurs,
978,1452,Robert,,,Archibald,,Memphis Grizzlies,
979,1453,Adam,,,Harrington,,Dallas Mavericks,
980,1454,Ken,,,Johnson,,Miami Heat,
981,1455,Cezary,,,Trybanski,,Memphis Grizzlies,
982,1456,Dajuan,,,Wagner,,Cleveland Cavaliers,
983,1457,Predrag,,,Savovic,,Denver Nuggets,
984,1458,Tito,,,Maddox,,Houston Rockets,
985,1459,Melvin,,,Ely,,LA Clippers,
986,1460,Sean,,,Lampley,,Miami Heat,
987,1461,Vincent,,,Yarbrough,,Denver Nuggets,
988,1462,Mike,,,Wilks,G,Atlanta Hawks,
989,1463,Paul,,,Shirley,,Atlanta Hawks,
990,1464,Antoine,,,Rigaudeau,,Dallas Mavericks,
991,1465,Jamal,,,Sampson,,Milwaukee Bucks,
992,1466,Roger,,,Mason Jr.,,Chicago Bulls,
993,1467,Chris,,,Owens,,Memphis Grizzlies,
994,1468,T.J.,,,Ford,,Milwaukee Bucks,
995,1469,Zoran,,,Planinic,,Brooklyn Nets,
996,1470,Josh,,,Howard,,Dallas Mavericks,
997,1471,Marquis,,,Daniels,,Dallas Mavericks,
998,1472,Luke,,,Walton,,Los Angeles Lakers,
999,1473,Jerome,,,Beasley,,Miami Heat,
1000,1474,Willie,,,Green,,Philadelphia 76ers,
1001,1475,Zarko,,,Cabarkapa,,Phoenix Suns,
1002,1476,Leandro,,,Barbosa,,Phoenix Suns,
1003,1477,Keith,,,McLeod,,Minnesota Timberwolves,
1004,1478,Ndudi,,,Ebi,,Minnesota Timberwolves,
1005,1479,Boris,,,Diaw,,Atlanta Hawks,
1006,1480,Travis,,,Hansen,,Atlanta Hawks,
1007,1481,David,,,West,,New Orleans Pelicans,
1008,1482,Chris,,,Bosh,,Toronto Raptors,
1009,1483,Ben,,,Handlogten,,Utah Jazz,
1010,1484,Sasha,,,Pavlovic,,Utah Jazz,
1011,1485,Raul,,,Lopez,,Utah Jazz,
1012,1486,Mo,,,Williams,,Utah Jazz,
1013,1487,Jason,,,Kapono,,Cleveland Cavaliers,
1014,1488,Darius,,,Songaila,,Sacramento Kings,
1015,1489,Mickael,,,Pietrus,,Golden State Warriors,
1016,1490,Britton,,,Johnsen,F,Orlando Magic,
1017,1491,Reece,,,Gaines,,Orlando Magic,
